,id,title,genres,averageRating,numVotes,releaseYear,idjw
4372,tt1951265,The Hunger Games: Mockingjay - Part 1,2014,6.6,524607,"Action, Adventure, Sci-Fi",tm158648
602,tt0398286,Tangled,2010,7.7,520864,"Adventure, Animation, Comedy",tm100894
1347,tt1677720,Ready Player One,2018,7.4,516993,"Action, Adventure, Sci-Fi",tm225321
3183,tt9419884,Doctor Strange in the Multiverse of Madness,2022,6.9,515240,"Action, Adventure, Fantasy",tm318385
1348,tt0362227,The Terminal,2004,7.4,513926,"Comedy, Drama, Romance",tm89677
3994,tt1430132,The Wolverine,2013,6.7,511555,"Action, Sci-Fi",tm187305
603,tt0335266,Lost in Translation,2003,7.7,510718,"Comedy, Drama",tm134211
2097,tt1800241,American Hustle,2013,7.2,509821,"Crime, Drama",tm181748
604,tt3397884,Sicario,2015,7.7,508568,"Action, Crime, Drama",tm141107
2807,tt1723121,We're the Millers,2013,7.0,506543,"Comedy, Crime",tm173363
4373,tt1840309,Divergent,2014,6.6,505601,"Action, Adventure, Drama",tm151311
605,tt1408101,Star Trek Into Darkness,2013,7.7,504054,"Action, Adventure, Sci-Fi",tm188442
1686,tt0317219,Cars,2006,7.3,502796,"Adventure, Animation, Comedy",tm31341
1076,tt0099088,Back to the Future Part III,1990,7.5,500511,"Adventure, Comedy, Sci-Fi",tm156886
606,tt0372183,The Bourne Supremacy,2004,7.7,500090,"Action, Thriller",tm92758
822,tt2103281,Dawn of the Planet of the Apes,2014,7.6,499963,"Action, Adventure, Drama",tm144049
3184,tt0458352,The Devil Wears Prada,2006,6.9,499458,"Comedy, Drama",tm32004
823,tt6263850,Deadpool & Wolverine,2024,7.6,497601,"Action, Adventure, Comedy",tm843068
4805,tt0319262,The Day After Tomorrow,2004,6.5,496884,"Action, Adventure, Sci-Fi",tm85114
607,tt2980516,The Theory of Everything,2014,7.7,496805,"Biography, Drama, Romance",tm160708
1687,tt12593682,Bullet Train,2022,7.3,492457,"Action, Comedy, Thriller",tm1069551
1349,tt1515091,Sherlock Holmes: A Game of Shadows,2011,7.4,492445,"Action, Adventure, Mystery",tm178201
4806,tt0407304,War of the Worlds,2005,6.5,490309,"Action, Adventure, Sci-Fi",tm172683
2098,tt0117060,Mission: Impossible,1996,7.2,489582,"Action, Adventure, Thriller",tm107744
824,tt0387564,Saw,2004,7.6,489453,"Horror, Mystery, Thriller",tm79923
1077,tt0217505,Gangs of New York,2002,7.5,488495,"Crime, Drama",tm105987
825,tt1210166,Moneyball,2011,7.6,486555,"Biography, Drama, Sport",tm171801
2373,tt0405422,The 40-Year-Old Virgin,2005,7.1,485484,"Comedy, Romance",tm163863
1078,tt0887912,The Hurt Locker,2008,7.5,484582,"Drama, Thriller, War",tm26327
4807,tt0830515,Quantum of Solace,2008,6.5,482965,"Action, Adventure, Mystery",tm26897
4374,tt1535108,Elysium,2013,6.6,482321,"Action, Drama, Sci-Fi",tm168654
2374,tt0120616,The Mummy,1999,7.1,482160,"Action, Adventure, Fantasy",tm62241
1079,tt0446029,Scott Pilgrim vs. the World,2010,7.5,481704,"Action, Comedy, Fantasy",tm100029
3583,tt2379713,Spectre,2015,6.8,480613,"Action, Adventure, Thriller",tm138257
608,tt1772341,Wreck-It Ralph,2012,7.7,479676,"Adventure, Animation, Comedy",tm30584
3584,tt3385516,X-Men: Apocalypse,2016,6.8,479171,"Action, Adventure, Sci-Fi",tm122347
3185,tt1499658,Horrible Bosses,2011,6.9,479097,"Comedy, Crime",tm170754
2808,tt2283362,Jumanji: Welcome to the Jungle,2017,7.0,478659,"Action, Adventure, Comedy",tm219286
2375,tt11564570,Glass Onion,2022,7.1,476345,"Comedy, Crime, Drama",tm915749
1080,tt0289043,28 Days Later,2002,7.5,475190,"Drama, Horror, Sci-Fi",tm110638
2809,tt1355644,Passengers,2016,7.0,474760,"Drama, Romance, Sci-Fi",tm213870
2810,tt5095030,Ant-Man and the Wasp,2018,7.0,472857,"Action, Adventure, Comedy",tm227990
4375,tt0382625,The Da Vinci Code,2006,6.6,472764,"Mystery, Thriller",tm23568
2811,tt1259521,The Cabin in the Woods,2011,7.0,472149,"Horror, Mystery, Thriller",tm33915
2376,tt0942385,Tropic Thunder,2008,7.1,468330,"Action, Comedy, War",tm28346
3995,tt1637688,In Time,2011,6.7,467246,"Action, Sci-Fi, Thriller",tm180545
3996,tt0120591,Armageddon,1998,6.7,465974,"Action, Adventure, Sci-Fi",tm58094
1688,tt2382320,No Time to Die,2021,7.3,465327,"Action, Adventure, Thriller",tm232799
1689,tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,7.3,463192,"Action, Adventure, Fantasy",tm821207
2377,tt6264654,Free Guy,2021,7.1,462524,"Action, Adventure, Comedy",tm460711
2740,tt0023245,The Mummy,1932,7.0,31835,"Fantasy, Horror",tm62241
